-105,-16
-110,-12
-110,-12
-109,-14
-109,-14
-105,-9
-105,-9
-105,-9
-107,-10
-107,-10
-110,-14
-110,-14
-113,-20
-113,-20
-109,-17
-109,-17
-109,-17
-106,-15
-106,-15
-102,-12
-102,-12
-99,-12
-99,-12
-114,-13
-114,-13
-105,-10
-105,-10
-105,-10
-106,-11
-106,-11
-107,-11
-107,-11
-105,-12
-105,-12
-105,-12
-108,-12
-108,-12
-104,-11
-104,-11
-94,-11
-94,-11
-94,-11
-104,-12
-104,-12
-104,-11
-104,-11
-105,-14
-105,-14
-105,-14
-106,-10
-106,-10
-107,-11
-107,-11
-108,-12
-108,-12
-108,-12
-106,-10
-106,-10
-111,-12
-111,-12
-115,-14
-115,-14
-115,-14
-111,-11
-111,-11
-103,-9
-103,-9
-107,-12
-107,-12
-107,-12
-100,-13
-100,-13
-102,-13
-102,-13
-102,-13
-102,-13
-102,-13
-101,-12
-101,-12
-101,-13
-101,-13
-105,-12
-105,-12
-105,-12
-100,-10
-100,-10
-95,-11
-95,-11
-100,-11
-100,-11
-100,-11
-93,-10
-93,-10
-96,-10
-96,-10
-101,-11
-96,-10
-96,-10
-100,-10
-100,-10
-96,-11
-96,-11
-96,-11
-96,-12
-96,-12
-101,-13
-101,-13
-103,-13
-103,-13
-103,-13
-101,-10
-101,-10
-103,-11
-103,-11
-98,-8
-98,-8
-101,-11
-101,-11
-101,-11
-100,-12
-100,-12
-98,-9
-98,-9
-95,-11
-95,-11
-98,-10
-98,-10
-93,-7
-93,-7
-90,-9
-90,-9
-87,-7
-87,-7
-87,-7
-96,-11
-96,-11
-95,-10
-95,-10
-96,-12
-96,-12
-94,-13
-94,-13
-94,-11
-94,-11
-94,-9
-94,-9
-95,-9
-95,-9
-96,-9
-96,-9
-96,-10
-96,-10
-96,-9
-96,-9
-96,-13
-96,-13
-96,-11
-96,-11
-97,-12
-97,-12
-94,-11
-94,-11
-94,-11
-94,-11
-94,-11
-95,-10
-95,-10
-93,-12
-93,-12
-93,-12
-93,-10
-93,-10
-91,-9
-91,-9
-91,-10
-91,-10
-86,-6
-86,-6
-86,-6
-83,-7
-83,-7
-78,-7
-78,-7
-82,-8
-82,-8
-77,-8
-77,-8
-80,-6
-80,-6
-81,-7
-81,-7
-79,-7
-79,-7
-85,-8
-85,-8
-87,-7
-87,-7
-90,-8
-90,-8
-90,-7
-90,-7
-91,-11
-91,-11
-90,-8
-90,-8
-90,-9
-90,-9
-90,-11
-90,-11
-90,-11
-91,-6
-91,-6
-89,-7
-89,-7
-88,-8
-88,-8
-87,-8
-87,-8
-86,-5
-86,-5
-81,-7
-81,-7
-76,-8
-76,-8
-83,-7
-83,-7
-84,-8
-84,-8
-86,-10
-86,-10
-90,-7
-90,-7
-86,-8
-86,-8
-83,-9
-83,-9
-88,-7
-88,-7
-88,-6
-88,-6
-85,-11
-85,-11
-88,-8
-88,-8
-86,-9
-86,-9
-88,-6
-88,-6
-88,-6
-88,-6
-85,-8
-85,-8
-84,-10
-84,-10
-85,-6
-85,-6
-85,-6
-88,-9
-86,-7
-86,-7
-86,-7
-89,-7
-89,-7
-90,-8
-90,-8
-86,-7
-86,-7
-85,-8
-85,-8
-85,-10
-85,-10
-86,-10
-86,-10
-86,-7
-86,-7
-85,-9
-85,-9
-84,-8
-84,-8
-86,-11
-86,-11
-86,-10
-86,-10
-86,-6
-86,-6
-87,-10
-87,-10
-86,-8
-86,-8
-86,-8
-86,-8
-87,-6
-87,-6
-89,-6
-89,-6
-86,-7
-86,-7
-86,-8
-86,-8
-87,-7
-87,-7
-86,-7
-86,-7
-86,-7
-86,-7
-85,-10
-85,-10
-87,-7
-87,-7
-88,-11
-88,-11
-87,-8
-87,-8
-83,-7
-83,-7
-77,-8
-77,-8
-92,-11
-92,-11
-90,-12
-90,-12
-90,-10
-90,-10
-84,-6
-84,-6
-84,-7
-84,-7
-86,-9
-86,-9
-87,-8
-87,-8
-87,-8
-87,-8
-87,-6
-87,-6
-85,-5
-85,-5
-85,-11
-85,-11
-88,-8
-88,-8
-85,-9
-85,-9
-90,-7
-90,-7
-77,-7
-77,-7
-73,-10
-73,-10
-77,-8
-77,-8
-80,-10
-80,-10
-79,-10
-79,-10
-78,-6
-78,-6
-78,-6
-78,-7
-78,-7
-79,-9
-79,-9
-83,-7
-83,-7
-85,-9
-85,-9
-80,-8
-80,-8
-88,-11
-88,-11
-91,-10
-91,-10
-93,-11
-93,-11
-93,-11
-94,-13
-94,-13
-92,-11
-92,-11
-97,-9
-97,-9
-96,-12
-96,-12
-96,-12
-98,-10
-98,-10
-98,-9
-98,-9
-92,-11
-92,-11
-89,-10
-89,-10
-93,-10
-93,-10
-92,-13
-92,-13
-93,-11
-93,-11
-93,-11
-93,-11
-93,-13
-93,-13
-93,-11
-93,-11
-93,-10
-93,-10
-92,-11
-92,-11
-95,-9
-95,-9
-93,-10
-93,-10
-93,-13
-93,-13
-93,-13
-98,-11
-98,-11
-98,-10
-98,-10
-98,-11
-98,-11
-99,-14
-99,-14
-102,-13
-102,-13
-102,-13
-104,-13
-104,-13
-100,-11
-100,-11
-104,-14
-104,-14
-104,-14
-100,-9
-100,-9
-100,-10
-100,-10
-96,-11
-96,-11
-96,-11
-100,-13
-100,-13
-99,-13
-99,-13
-97,-12
-97,-12
-97,-12
-101,-11
-101,-11
-98,-13
-98,-13
-102,-18
-102,-18
-102,-18
-101,-14
-101,-14
-102,-13
-102,-13
-103,-11
-103,-11
-103,-11
-105,-12
-105,-12
-109,-12
-109,-12
-109,-12
-108,-11
-108,-11
-106,-9
-106,-9
-107,-12
-107,-12
-107,-12
-106,-11
-106,-11
-108,-10
-108,-10
-114,-12
-114,-12
-114,-12
-112,-12
-112,-12
-115,-11
-115,-11
-115,-11
-111,-13
-111,-13
-109,-12
-109,-12
-106,-11
-106,-11
-106,-11
-109,-13
-109,-13
-103,-12
-103,-12
-103,-12
-103,-12
-103,-12
-104,-12
-104,-12
-100,-12
-100,-12
-106,-13
-106,-13
-106,-13
-109,-14
-109,-14
-110,-14
-110,-14
-110,-11
-110,-11
-108,-17
-108,-17
-108,-17
-104,-11
-104,-11
-108,-13
-108,-13
-104,-12
-104,-12
-104,-12
-103,-11
-103,-11
-104,-11
-104,-11
-103,-13
-103,-13
-103,-11
-103,-11
-105,-12
-105,-12
-104,-11
-104,-11
-106,-12
-106,-12
-107,-13
-107,-13
-110,-12
-110,-12
-110,-13
-110,-13
-110,-13
-110,-16
-110,-16
-112,-15
-112,-15
-112,-15
-111,-14
-111,-14
-113,-15
-113,-15
-94,-3
-94,-3
-94,-3
-83,-4
-83,-4
-93,-5
-93,-5
-91,-4
-91,-4
-91,-4
-86,-3
-86,-3
-95,-5
-95,-5
-91,-6
-91,-6
-96,-7
-104,-9
-104,-9
-106,-8
-106,-8
-110,-9
-110,-9
-110,-9
-109,-10
-109,-10
-108,-11
-108,-11
-107,-10
-107,-10
-107,-10
-107,-13
-107,-13
-110,-15
-110,-15
-109,-12
-109,-12
-77,-9
-77,-9
-77,-9
-80,-9
-80,-9
-94,-10
-94,-10
-90,-9
-90,-9
-90,-9
-92,-9
-92,-9
-85,-8
-85,-8
-83,-8
-83,-8
-83,-8
-74,-7
-74,-7
-78,-7
-78,-7
-73,-7
-73,-7
-73,-7
-71,-7
-71,-7
-73,-7
-73,-7
-73,-8
-73,-8
-79,-7
-79,-7
-79,-7
-95,-11
-95,-11
-91,-9
-91,-9
-91,-9
-88,-9
-88,-9
-88,-10
-88,-10
-89,-8
-89,-8
-89,-8
-88,-8
-88,-8
-90,-8
-90,-8
-90,-8
-92,-12
-92,-12
-92,-10
-92,-10
-93,-12
-93,-12
-96,-12
-96,-12
-96,-12
-88,-11
-88,-11
-92,-10
-92,-10
-95,-10
-95,-10
-95,-10
-91,-10
-91,-10
-91,-9
-91,-9
-95,-14
-95,-14
-95,-14
-90,-9
-90,-9
-84,-9
-84,-9
-92,-10
-92,-10
-92,-10
-91,-9
-91,-9
-93,-14
-93,-14
-89,-12
-89,-12
-83,-11
-83,-11
-83,-11
-90,-10
-90,-10
-93,-13
-93,-13
-87,-13
-87,-13
-87,-12
-87,-12
-87,-12
-93,-14
-93,-14
-90,-11
-90,-11
-88,-12
-88,-12
-87,-11
-87,-11
-81,-11
-81,-11
-80,-9
-80,-9
-83,-11
-83,-11
-85,-13
-85,-13
-83,-11
-83,-11
-83,-11
-83,-13
-83,-13
-77,-10
-77,-10
-92,-16
-92,-16
-92,-9
-92,-9
-93,-11
-93,-11
-81,-15
-81,-15
-81,-15
-81,-16
-81,-16
-89,-13
-89,-13
-86,-15
-86,-15
-85,-14
-85,-14
-85,-14
-82,-12
-82,-12
-71,-11
-71,-11
-79,-10
-79,-10
-79,-10
-79,-11
-79,-11
-82,-10
-82,-10
-81,-8
-81,-8
-80,-10
-80,-10
-71,-8
-71,-8
-71,-10
-71,-10
-75,-9
-75,-9
-75,-10
-75,-10
-83,-10
-83,-10
-83,-10
-85,-11
-85,-11
-88,-11
-88,-11
-91,-12
-91,-12
-87,-12
-87,-12
-88,-12
-88,-12
-87,-12
-87,-12
-83,-12
-83,-12
-89,-9
-89,-9
-91,-10
-91,-10
-91,-10
-91,-10
-95,-14
-95,-14
-95,-14
-89,-10
-89,-10
-91,-12
-91,-12
-93,-12
-93,-12
-90,-13
-90,-13
-92,-16
-92,-16
-92,-16
-90,-13
-90,-13
-82,-13
-82,-13
-90,-11
-90,-11
-87,-11
-87,-11
-82,-12
-82,-12
-82,-13
-82,-13
-78,-11
-78,-11
-78,-10
-78,-10
-78,-13
-78,-13
-81,-16
-81,-16
-79,-12
-79,-12
-77,-14
-77,-14
-79,-14
-79,-14
-82,-17
-82,-17
-78,-18
-78,-18
-76,-16
-76,-16
-75,-18
-75,-18
-76,-18
-76,-18
-76,-11
-76,-11
-75,-14
-75,-14
-75,-13
-75,-13
-75,-17
-75,-17
-75,-18
-75,-18
-75,-17
-75,-17
-75,-17
-75,-17
-75,-17
-75,-17
-75,-17
-75,-17
-75,-18
-75,-18
-74,-18
-74,-18
-74,-13
-74,-13
-75,-13
-75,-13
-75,-15
-75,-15
-75,-13
-75,-13
-75,-12
-75,-12
-75,-11
-75,-11
-75,-9
-75,-9
-75,-14
-75,-14
-75,-15
-75,-15
-75,-14
-75,-14
-75,-13
-75,-13
-75,-11
-75,-11
-74,-11
-74,-11
-75,-13
-75,-13
-75,-12
-75,-12
-75,-10
-75,-10
-75,-11
-75,-11
-75,-11
-75,-11
-75,-10
-75,-10
-75,-10
-75,-10
-75,-12
-75,-12
-75,-9
-75,-9
-75,-11
-75,-11
-74,-11
-74,-11
-75,-13
-75,-13
-75,-11
-75,-11
-74,-11
-74,-11
-74,-13
-74,-13
-74,-13
-74,-13
-74,-12
-74,-12
-74,-13
-74,-13
-75,-16
-75,-16
-75,-14
-75,-14
-75,-13
-75,-13
-74,-12
-74,-12
-75,-12
-75,-12
-75,-12
-75,-12
-74,-12
-74,-12
-75,-10
-75,-10
-74,-9
-74,-9
-74,-10
-74,-10
-74,-10
-74,-10
-74,-11
-74,-11
-75,-10
-75,-10
-74,-10
-74,-10
-75,-11
-75,-11
-74,-10
-74,-10
-74,-10
-74,-10
-74,-10
-74,-10
-73,-11
-73,-11
-73,-11
-73,-11
-74,-12
-74,-12
-74,-12
-74,-12
-75,-12
-75,-12
-74,-12
-74,-12
-74,-10
-74,-10
-74,-13
-74,-13
-74,-12
-74,-12
-75,-12
-75,-12
-74,-13
-74,-13
-74,-14
-74,-14
-74,-13
-74,-13
-74,-10
-74,-10
-74,-11
-74,-11
-74,-12
-74,-12
-75,-11
-75,-11
-74,-14
-74,-14
-75,-12
-75,-12
-75,-12
-75,-12
-75,-12
-75,-12
-75,-12
-75,-12
-75,-10
-75,-10
-74,-13
-74,-13
-75,-11
-75,-11
-75,-11
-75,-11
-74,-11
-74,-11
-75,-11
-75,-11
-75,-10
-75,-10
-75,-11
-75,-11
-74,-11
-74,-11
-75,-15
-75,-15
-75,-10
-75,-10
-75,-9
-75,-9
-75,-10
-75,-10
-75,-10
-75,-10
-74,-10
-74,-10
-74,-11
-74,-11
-75,-13
-75,-13
-75,-11
-75,-11
-75,-14
-75,-14
-75,-10
-75,-10
-75,-10
-75,-10
-75,-11
-75,-11
-73,-11
-73,-11
-74,-12
-74,-12
-73,-16
-73,-16
-75,-13
-75,-13
-75,-10
-75,-10
-75,-11
-75,-11
-75,-11
-75,-11
-75,-12
-75,-12
-75,-11
-75,-11
-75,-10
-75,-10
-75,-10
-75,-10
-75,-11
-75,-11
-75,-10
-75,-10
-75,-11
-75,-11
-75,-10
-75,-10
-75,-11
-75,-11
-75,-13
-75,-13
-75,-10
-75,-10
-75,-10
-75,-10
-76,-10
-76,-10
-75,-10
-75,-10
-75,-11
-75,-11
-75,-10
-75,-10
-75,-10
-75,-10
-75,-11
-75,-11
-75,-14
-75,-14
-75,-10
-75,-10
-75,-11
-75,-11
-75,-10
-75,-10
-76,-9
-76,-9
-75,-10
-75,-10
-76,-10
-76,-10
-76,-10
-76,-10
-76,-11
-76,-11
-83,-13
-83,-13
-74,-11
-74,-11
-79,-9
-79,-9
-84,-12
-84,-12
-78,-11
-78,-11
-77,-9
-77,-9
-78,-9
-78,-9
-78,-10
-78,-10
-77,-10
-77,-10
-78,-10
-78,-10
-76,-9
-76,-9
-77,-10
-77,-10
-77,-11
-77,-11
-77,-11
-77,-11
-78,-11
-78,-11
-77,-11
-77,-11
-77,-11
-77,-11
-77,-10
-77,-10
-77,-10
-77,-10
-77,-10
-77,-10
-76,-9
-76,-9
-80,-11
-80,-11
-77,-13
-77,-13
-76,-12
-76,-12
-74,-11
-74,-11
-82,-12
-82,-12
-82,-10
-82,-10
-78,-11
-78,-11
-81,-10
-81,-10
-83,-12
-83,-12
-85,-12
-85,-12
-86,-13
-86,-13
-85,-10
-85,-10
-86,-13
-86,-13
-84,-14
-84,-14
-85,-12
-85,-12
-83,-14
-83,-14
-85,-14
-85,-14
-93,-7
-96,-7
-96,-7
-96,-7
-93,-9
-93,-9
-93,-8
-93,-8
-95,-7
-95,-7
-95,-8
-95,-8
-94,-9
-94,-9
-94,-11
-94,-11
-95,-8
-95,-8
-95,-9
-95,-9
-93,-8
-93,-8
-92,-9
-92,-9
-94,-10
-94,-10
-94,-12
-94,-12
-94,-9
-94,-9
-94,-12
-94,-12
-94,-7
-94,-7
-95,-8
-95,-8
-92,-7
-92,-7
-92,-7
-92,-7
-93,-8
-93,-8
-94,-9
-94,-9
-94,-8
-94,-8
-94,-12
-94,-12
-94,-9
-94,-9
-94,-8
-94,-8
-91,-8
-91,-8
-94,-8
-94,-8
-94,-8
-94,-8
-95,-7
-95,-7
-94,-8
-94,-8
-92,-12
-92,-12
-93,-9
-93,-9
-93,-8
-93,-8
-97,-8
-97,-8
-93,-7
-93,-7
-96,-8
-96,-8
-97,-9
-97,-9
-93,-9
-93,-9
-98,-10
-98,-10
-95,-8
-95,-8
-92,-8
-92,-8
-90,-9
-90,-9
-86,-8
-86,-8
-88,-7
-88,-7
-86,-7
-86,-7
-84,-12
-84,-12
-85,-8
-85,-8
-81,-7
-81,-7
-85,-8
-85,-8
-80,-7
-80,-7
-83,-7
-83,-7
-83,-7
-78,-7
-78,-7
-74,-7
-74,-7
-82,-7
-82,-7
-84,-8
-84,-8
-84,-7
-84,-7
-82,-8
-82,-8
-82,-9
-82,-9
-85,-8
-85,-8
-85,-8
-82,-10
-82,-10
-85,-9
-85,-9
-89,-11
-89,-11
-86,-10
-86,-10
-88,-11
-88,-11
-88,-11
-94,-11
-94,-11
-92,-12
-92,-12
-89,-9
-89,-9
-93,-11
-93,-11
-91,-12
-91,-12
-88,-13
-88,-13
-88,-13
-89,-12
-89,-12
-90,-15
-90,-15
-90,-12
-90,-12
-93,-13
-93,-13
-90,-12
-90,-12
-91,-11
-89,-12
-89,-12
-87,-10
-87,-10
-90,-9
-90,-9
-88,-10
-88,-10
-89,-9
-89,-9
-89,-11
-89,-11
-91,-11
-91,-11
-92,-9
-92,-9
-92,-9
-94,-10
-94,-10
-94,-11
-94,-11
-97,-12
-97,-12
-97,-12
-92,-11
-92,-11
-98,-12
-98,-12
-96,-10
-96,-10
-96,-10
-93,-17
-93,-17
-93,-12
-93,-12
-92,-9
-92,-9
-94,-10
-94,-10
-94,-10
-90,-8
-90,-8
-91,-9
-91,-9
-95,-9
-95,-9
-95,-9
-93,-7
-93,-7
-92,-8
-92,-8
-85,-7
-85,-7
-88,-12
-88,-12
-89,-8
-89,-8
-88,-12
-88,-12
-89,-9
-89,-9
-88,-8
-88,-8
-91,-9
-91,-9
-87,-8
-87,-8
-86,-8
-86,-8
-84,-10
-84,-10
-88,-9
-88,-9
-88,-9
-78,-7
-78,-7
-81,-8
-81,-8
-73,-8
-73,-8
-73,-8
-91,-9
-91,-9
-88,-9
-88,-9
-90,-9
-90,-9
-87,-8
-87,-8
-87,-8
-87,-9
-87,-9
-83,-9
-83,-9
-92,-11
-92,-11
-96,-9
-96,-9
-96,-9
-76,-9
-76,-9
-86,-12
-86,-12
-84,-13
-84,-13
-91,-11
-91,-11
-82,-9
-82,-9
-85,-9
-85,-9
-85,-9
-89,-10
-89,-10
-89,-12
-89,-12
-92,-9
-92,-9
-92,-9
-93,-9
-93,-9
-84,-9
-84,-9
-89,-11
-89,-11
-89,-11
-95,-14
-95,-14
-87,-10
-87,-10
-91,-9
-91,-9
-91,-9
-88,-8
-88,-8
-90,-9
-90,-9
-89,-9
-89,-9
-91,-10
-91,-10
-91,-10
-91,-8
-91,-8
-89,-11
-89,-11
-90,-9
-90,-9
-90,-9
-98,-11
-98,-11
-92,-9
-92,-9
-92,-9
-95,-12
-95,-12
-88,-8
-88,-8
-80,-7
-80,-7
-80,-7
-83,-8
-83,-8
-85,-8
-85,-8
-77,-7
-77,-7
-77,-7
-83,-7
-83,-7
-86,-9
-86,-9
-89,-7
-89,-7
-89,-7
-91,-8
-91,-8
-78,-7
-78,-7
-69,-6
-69,-6
-75,-9
-73,-7
-73,-7
-76,-7
-76,-7
-77,-11
-77,-11
-80,-10
-78,-7
-78,-7
-88,-7
-88,-7
-89,-8
-89,-8
-91,-9
-91,-9
-91,-9
-89,-9
-89,-9
-91,-9
-91,-9
-80,-8
-80,-8
-80,-8
-78,-10
-78,-10
-85,-9
-85,-9
-93,-8
-93,-8
-89,-7
-89,-7
-89,-7
-95,-7
-95,-7
-90,-7
-90,-7
-93,-7
-93,-7
-86,-6
-86,-6
-86,-6
-96,-6
-96,-6
-96,-7
-96,-7
-90,-6
-90,-6
-90,-6
-80,-8
-80,-8
-93,-6
-93,-6
-94,-6
-94,-6
-97,-8
-100,-8
-100,-8
-101,-9
-101,-9
-103,-13
-103,-13
-104,-15
-104,-15
-104,-15
-108,-13
-108,-13
-105,-10
-105,-10
-104,-11
-104,-11
-109,-12
-109,-12
-109,-12
-106,-11
-106,-11
-102,-9
-102,-9
-105,-8
-105,-8
-102,-10
-102,-10
-102,-10
-99,-10
-99,-10
-103,-12
-103,-12
-108,-11
-108,-11
-110,-11
-110,-11
-109,-9
-109,-9
-109,-9
-106,-12
-106,-12
-100,-8
-100,-8
-104,-9
-104,-9
-106,-8
-109,-10
-109,-10
-106,-6
-106,-6
-109,-10
-109,-10
-108,-12
-108,-12
-108,-12
-111,-12
-111,-12
-110,-12
-110,-12
-114,-19
-114,-19
-114,-19
-102,-10
-102,-10
-99,-8
-99,-8
-102,-8
-102,-8
-103,-9
-103,-9
-103,-9
-101,-9
-101,-9
-108,-8
-108,-8
-107,-8
-107,-8
-107,-8
-106,-11
-106,-11
-112,-10
-112,-10
-111,-11
-111,-11
-111,-11
-112,-11
-112,-11
-112,-11
-112,-11
-102,-9
-102,-9
-102,-9
-106,-8
-106,-8
-100,-8
-100,-8
-106,-9
-106,-9
-106,-9
-102,-9
-102,-9
-105,-9
-105,-9
-96,-8
-96,-8
-96,-8
-104,-9
-104,-9
-103,-9
-103,-9
-98,-8
-98,-8
-98,-9
-98,-9
-98,-9
-93,-8
-93,-8
-96,-9
-96,-9
-99,-12
-99,-12
-99,-12
-98,-12
-98,-12
-97,-10
-97,-10
-98,-11
-98,-11
-98,-11
-99,-11
-99,-11
-98,-11
-98,-11
-99,-12
-99,-12
-99,-12
-103,-12
-103,-12
-99,-12
-99,-12
-105,-11
-105,-11
-101,-10
-101,-10
-101,-10
-101,-10
-101,-10
-103,-10
-103,-10
-98,-9
-98,-9
-98,-9
-98,-9
-96,-8
-96,-8
-91,-7
-91,-7
-91,-7
-91,-7
-91,-7
-87,-7
-87,-7
-93,-7
-93,-7
-93,-10
-93,-10
-94,-9
-94,-9
-93,-9
-93,-9
-93,-9
-94,-9
-94,-9
-98,-9
-98,-9
-97,-8
-97,-8
-93,-7
-93,-7
-93,-7
-89,-8
-89,-8
-92,-10
-92,-10
-86,-10
-86,-10
-85,-10
-85,-10
-85,-10
-79,-8
-79,-8
-86,-7
-86,-7
-78,-8
-78,-8
-78,-8
-78,-8
-77,-8
-77,-8
-78,-7
-78,-7
-77,-6
-77,-6
-77,-6
-77,-6
-78,-8
-78,-8
-77,-6
-77,-6
-78,-6
-78,-6
-78,-9
-78,-9
-81,-6
-81,-6
-79,-11
-79,-11
-78,-6
-78,-6
-77,-8
-77,-8
-80,-8
-80,-8
-75,-7
-75,-7
-76,-7
-76,-7
-79,-7
-79,-7
-78,-10
-78,-10
-74,-7
-74,-7
-74,-7
-72,-7
-72,-7
-68,-7
-68,-7
-75,-8
-75,-8
-75,-8
-73,-10
-73,-10
-74,-6
-74,-6
-74,-6
-74,-6
-75,-7
-75,-7
-75,-7
-75,-8
-75,-8
-70,-6
-70,-6
-71,-6
-71,-6
-75,-8
-75,-8
-71,-5
-71,-5
-73,-5
-73,-5
-72,-7
-72,-7
-72,-6
-72,-6
-74,-10
-74,-10
-76,-6
-76,-6
-80,-6
-80,-6
-78,-7
-78,-7
-78,-7
-81,-8
-81,-8
-89,-9
-89,-9
-87,-11
-87,-11
-87,-11
-87,-11
-87,-11
-80,-6
-80,-6
-79,-7
-79,-7
-79,-7
-81,-6
-81,-6
-80,-7
-80,-7
-82,-6
-90,-6
-90,-6
-91,-8
-91,-8
-91,-10
-91,-10
-92,-9
-92,-9
-91,-9
-91,-9
-92,-9
-92,-9
-92,-9
-92,-9
-92,-9
-92,-9
-92,-11
-92,-11
-92,-10
-92,-10
-90,-12
-90,-12
-93,-9
-91,-9
-91,-9
-93,-9
-93,-9
-95,-12
-95,-12
-95,-12
-93,-10
-93,-10
-96,-11
-96,-11
-91,-12
-91,-12
-87,-12
-87,-12
-87,-12
-82,-7
-82,-7
-83,-7
-83,-7
-84,-9
-84,-9
-84,-9
-83,-10
-83,-10
-82,-10
-82,-10
-82,-7
-82,-7
-86,-8
-86,-8
